NOPD_Item,Type,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location
A0046225,35,SIMPLE BATTERY,2E,35,SIMPLE BATTERY,2E,3671895,525884,2025-01-01T12:47:07.943000,,,2025-01-01T12:49:07.020000,DUP,DUPLICATE,N,2O01,037XX S Claiborne Av,70115,2,POINT (-90.09859113 29.94028693)
A0046325,62A,"BURGLAR ALARM, SILENT",1,62A,"BURGLAR ALARM, SILENT",2C,3709667,554691,2025-01-01T12:48:27.010000,2025-01-01T17:41:05.823000,2025-01-01T17:47:29.793000,2025-01-01T17:52:53.140000,NAT,Necessary Action Taken,N,7H03,045XX Longfellow Dr,70127,7,POINT (-89.97826343 30.01832215)
A0046425,67,THEFT,1,67,THEFT,0,3698074,551938,2025-01-01T12:52:18.617000,,,2025-01-01T22:12:44.303000,VOI,VOID,N,7C03,063XX Chef Menteur Hwy,70126,7,POINT (-90.01499115 30.01112536)
A0046525,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3669277,538231,2025-01-01T12:52:36.120000,2025-01-01T14:02:34.323000,2025-01-01T14:17:19.993000,2025-01-01T14:22:17.590000,GOA,GONE ON ARRIVAL,N,3D02,S Alexander St & Banks St,70119,3,POINT (-90.10643835 29.97431558)
A0046625,21,COMPLAINT OTHER,1J,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3681163,555642,2025-01-01T12:52:59.387000,2025-01-01T12:54:28.613000,2025-01-01T13:32:25.433000,2025-01-01T16:03:05.790000,NAT,Necessary Action Taken,N,3S01,062XX Waldo Dr,70122,3,POINT (-90.06829288 30.02183344)
A0046725,21P,LOST PROPERTY,0G,107,SUSPICIOUS PERSON,2C,3670052,542185,2025-01-01T12:57:18.823000,,2025-01-01T12:57:18.823000,2025-01-01T20:25:17.393000,RTF,REPORT TO FOLLOW,Y,3I01,006XX City Park Av,70124,3,POINT (-90.10385618 29.98516618)
A0046825,103,DISTURBANCE (OTHER),1C,103D,DOMESTIC DISTURBANCE,2C,3707348,555783,2025-01-01T12:58:45.273000,2025-01-01T22:33:34.127000,,2025-01-01T22:33:55.497000,GOA,GONE ON ARRIVAL,N,7H02,047XX Lancelot Dr,70127,7,POINT (-89.98555118 30.02140102)
A0046925,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3685935,536494,2025-01-01T12:59:11.023000,2025-01-01T12:59:11.023000,2025-01-01T13:02:21.727000,2025-01-01T13:54:44.993000,NAT,Necessary Action Taken,N,5B02,023XX St Claude Av,70117,5,POINT (-90.05388929 29.96903756)
A0047025,21N,NOISE COMPLAINT,1G,103,DISTURBANCE (OTHER),2D,3687780,552787,2025-01-01T12:59:39.997000,2025-01-01T14:22:54.373000,2025-01-01T14:44:26.320000,2025-01-01T14:52:41.113000,GOA,GONE ON ARRIVAL,N,3R04,053XX Baccich St,70122,3,POINT (-90.04748547 30.0137808)
A0047125,58,RETURN FOR ADDITIONAL INFO,1I,67A,AUTO THEFT,1D,3681121,544961,2025-01-01T13:00:59.980000,2025-01-02T01:28:35.063000,2025-01-02T01:42:15.453000,2025-01-02T02:08:08.043000,GOA,GONE ON ARRIVAL,N,3P02,017XX Pleasure St,70122,3,POINT (-90.06879741 29.9924675)
A0047225,67,THEFT,1G,67,THEFT,1G,3665872,536776,2025-01-01T13:01:36.710000,,2025-01-01T13:01:36.710000,2025-01-01T13:24:59.147000,RTF,REPORT TO FOLLOW,Y,2S02,088XX Stroelitz St,70118,2,POINT (-90.11724052 29.97041336)
A0047325,22R,RESIDENCE CHECK,1K,RESCK,RESIDENCE CHECK,0,3669830,539486,2025-01-01T13:06:23.837000,,2025-01-01T13:06:23.837000,2025-01-01T13:43:10.800000,NAT,Necessary Action Taken,Y,3H01,044XX Canal St,70119,3,POINT (-90.10464826 29.97775085)
A0047425,17M,MUNICIPAL ATTACHMENT,1F,17M,MUNICIPAL ATTACHMENT,1H,3712850,558061,2025-01-01T13:09:06.513000,,2025-01-01T13:09:06.513000,2025-01-01T17:40:15.623000,NAT,Necessary Action Taken,Y,7I01,101XX Dwyer Rd,70127,7,POINT (-89.96808068 30.02748641)
A0047525,21,COMPLAINT OTHER,1J,107,SUSPICIOUS PERSON,2D,3690560,552961,2025-01-01T13:09:58.333000,2025-01-01T14:22:32.680000,2025-01-01T14:26:55.007000,2025-01-01T15:28:34.883000,NAT,Necessary Action Taken,N,3U03,Louisa Dr & Dreux Av,70126,3,POINT (-90.03869539 30.01417301)
A0047625,21,COMPLAINT OTHER,1J,103,DISTURBANCE (OTHER),1C,3682006,530584,2025-01-01T13:10:51.690000,,,2025-01-01T18:18:25.737000,NAT,Necessary Action Taken,N,8C01,005XX Blk Iberville St,70130,8,POINT (-90.06650237 29.9529074)
A0047725,21,COMPLAINT OTHER,1J,107P,SUSPICIOUS PACKAGE,2C,3681098,531328,2025-01-01T13:15:47.040000,2025-01-01T13:17:10.710000,2025-01-01T13:24:03.390000,2025-01-01T13:44:35.410000,NAT,Necessary Action Taken,N,8D04,008XX Iberville St,70112,8,POINT (-90.06934387 29.95498261)
A0047825,21,COMPLAINT OTHER,1J,62R,RESIDENCE BURGLARY,1E,3705831,561442,2025-01-01T13:16:59.503000,2025-01-01T13:44:18.447000,2025-01-01T13:49:48.547000,2025-01-01T13:51:08.820000,VOI,VOID,N,7O10,072XX Yorktown Dr,70127,7,POINT (-89.99013447 30.03701135)
A0047925,21,COMPLAINT OTHER,1,21,COMPLAINT OTHER,1J,3676283,523599,2025-01-01T13:19:43.443000,,,2025-01-01T13:25:30.037000,VOI,VOID,N,6Q05,017XX 2nd St,70113,6,POINT (-90.08481333 29.9338743)
A0048025,27-67A,ATTEMPTED AUTO THEFT,0,27-67A,ATTEMPTED AUTO THEFT,0,0,0,2025-01-01T13:20:05.277000,,,2025-01-01T13:42:52.647000,RTF,REPORT TO FOLLOW,N,None,039XX Block Of Carondelet St,None,0,POINT (0 0)
A0048125,62A,"BURGLAR ALARM, SILENT",1,62A,"BURGLAR ALARM, SILENT",2C,3704077,557987,2025-01-01T13:20:11.507000,2025-01-01T17:53:09.010000,2025-01-01T18:05:48.623000,2025-01-01T18:26:36.767000,NAT,Necessary Action Taken,N,7Q03,082XX S I-10 Service Rd,70126,7,POINT (-89.9958034 30.02756778)
A0048225,67A,AUTO THEFT,0,67A,AUTO THEFT,0,3704985,524900,2025-01-01T13:20:40.563000,,,2025-01-01T14:20:26.863000,RTF,REPORT TO FOLLOW,N,None,041XX Blk Carondelet St,None,4,POINT (-89.99415708 29.93656018)
A0048325,35D,SIMPLE BATTERY DOMESTIC,2C,35D,SIMPLE BATTERY DOMESTIC,2C,3675221,525899,2025-01-01T13:22:21.983000,2025-01-01T13:23:41.863000,2025-01-01T13:26:36.993000,2025-01-01T13:54:16.210000,RTF,REPORT TO FOLLOW,N,6F06,024XX 1st St,70113,6,POINT (-90.08808699 29.94023128)
A0048425,103,DISTURBANCE (OTHER),1,103,DISTURBANCE (OTHER),1C,3679392,526023,2025-01-01T13:22:34.710000,2025-01-01T13:55:56.410000,2025-01-01T13:59:23.680000,2025-01-01T14:10:12.083000,NAT,Necessary Action Taken,N,6G03,013XX St Charles Av,70130,6,POINT (-90.07491632 29.94044605)
A0048525,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3671686,538897,2025-01-01T13:24:23.100000,2025-01-01T13:24:23.100000,2025-01-01T13:24:27.277000,2025-01-01T14:26:54.317000,NAT,Necessary Action Taken,N,1M02,N Carrollton Av & Bienville Av,70119,1,POINT (-90.0988064 29.97607504)
A0048625,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3712218,518418,2025-01-01T13:26:40.540000,,2025-01-01T13:26:40.540000,2025-01-01T15:03:50.463000,NAT,Necessary Action Taken,Y,4.00E+04,Blythe St & Perrin St,70131,4,POINT (-89.97156438 29.91850224)
A0048725,35,SIMPLE BATTERY,2E,35,SIMPLE BATTERY,2E,3687626,547035,2025-01-01T13:28:14.150000,2025-01-01T13:33:53.880000,2025-01-01T13:51:35.743000,2025-01-01T16:18:20.677000,RTF,REPORT TO FOLLOW,N,3Y03,026XX Lavender St,70122,3,POINT (-90.04817449 29.99796956)
A0048825,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3663784,519577,2025-01-01T13:28:47.700000,,2025-01-01T13:28:47.700000,2025-01-01T14:35:20.910000,NAT,Necessary Action Taken,Y,2A03,Magazine St & Henry Clay Av,70118,2,POINT (-90.12440693 29.92318236)
A0048925,20I,AUTO ACCIDENT WITH INJURY,2D,21,COMPLAINT OTHER,1F,3681731,527692,2025-01-01T13:31:26.793000,2025-01-01T13:56:28.980000,2025-01-01T14:05:13.790000,2025-01-01T15:56:09.100000,DUP,DUPLICATE,N,8G01,Julia St & Tchoupitoulas St,70130,8,POINT (-90.06747395 29.94496522)
A0049025,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3679892,534641,2025-01-01T13:33:25.483000,2025-01-01T13:33:28.853000,2025-01-01T13:54:57.460000,2025-01-01T14:03:59.400000,NAT,Necessary Action Taken,N,1.00E+03,Orleans Av & N Claiborne Av,70116,1,POINT (-90.07303838 29.96412757)
A0049125,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3705528,519123,2025-01-01T13:34:44.183000,,2025-01-01T13:34:44.183000,2025-01-01T15:44:15.680000,NAT,Necessary Action Taken,Y,4D02,Woodland Dr & Macarthur Blvd,None,4,POINT (-89.99265559 29.92065712)
A0049225,107S,SUSPICIOUS PACKAGE,2D,107P,SUSPICIOUS PACKAGE,2C,3689869,534900,2025-01-01T13:36:29.703000,2025-01-01T13:37:32.360000,2025-01-01T13:42:23.403000,2025-01-01T15:15:02.167000,RTF,REPORT TO FOLLOW,N,5C04,033XX Burgundy St,70117,5,POINT (-90.04152113 29.96453386)
A0049325,67,THEFT,1G,67S,SHOPLIFTING,1E,3681581,531065,2025-01-01T13:40:58.453000,,,2025-01-01T18:20:37.503000,GOA,GONE ON ARRIVAL,N,8C02,002XX Royal St,70130,8,POINT (-90.06783003 29.95424408)
A0049425,20I,AUTO ACCIDENT WITH INJURY,1,20,AUTO ACCIDENT,1C,3686219,557350,2025-01-01T13:43:24.357000,,2025-01-01T14:18:53.370000,2025-01-01T14:35:44.877000,RTF,REPORT TO FOLLOW,N,3S04,Franklin Av & Leon C Simon Dr,70122,3,POINT (-90.05225629 30.02637697)
A0049525,94F,FIREWORKS,1,103,DISTURBANCE (OTHER),2D,3668616,517846,2025-01-01T13:44:32.423000,2025-01-01T13:57:01.713000,2025-01-01T14:12:40.627000,2025-01-01T14:18:12.517000,GOA,GONE ON ARRIVAL,N,2B04,Laurel St & Robert St,70115,2,POINT (-90.10921223 29.91828227)
A0049625,20,AUTO ACCIDENT,1C,20,AUTO ACCIDENT,1C,3680815,533436,2025-01-01T13:46:44.530000,,2025-01-01T14:37:32.357000,2025-01-01T14:43:53.440000,GOA,GONE ON ARRIVAL,N,1.00E+03,Basin St & Crozat St,70112,1,POINT (-90.07016521 29.96078527)
A0049725,18,TRAFFIC INCIDENT,1,18,TRAFFIC INCIDENT,1F,3674329,531327,2025-01-01T13:47:25.397000,2025-01-01T14:14:39.447000,,2025-01-01T14:14:49.503000,GOA,GONE ON ARRIVAL,N,6M04,US90B W After S Carrollton Onramp,70113,6,POINT (-90.09072018 29.95518123)
A0049825,67,THEFT,1,67,THEFT,1G,3695306,525109,2025-01-01T13:49:20.267000,2025-01-01T16:01:03.410000,2025-01-01T16:03:36.393000,2025-01-01T17:49:57.523000,RTF,REPORT TO FOLLOW,N,4I03,017XX Murl St,70114,4,POINT (-90.0247052 29.9374433)
A0049925,21P,LOST PROPERTY,0G,67,THEFT,0,3681348,531425,2025-01-01T13:57:53.870000,,,2025-01-01T16:45:39.807000,RTF,REPORT TO FOLLOW,N,8D04,002XX Bourbon St,70130,8,POINT (-90.06855134 29.95523939)
A0050125,58,RETURN FOR ADDITIONAL INFO,1I,58,RETURN FOR ADDITIONAL INFO,1I,3677750,526322,2025-01-01T13:58:37.713000,,2025-01-01T13:58:37.713000,2025-01-01T14:43:24.517000,NAT,Necessary Action Taken,Y,6H02,019XX Mlk Blvd,70113,6,POINT (-90.0800902 29.94131887)
A0050225,103,DISTURBANCE (OTHER),1,103,DISTURBANCE (OTHER),1C,3678711,518958,2025-01-01T13:59:29.870000,2025-01-01T14:07:36.807000,2025-01-01T14:12:04.647000,2025-01-01T14:18:50.090000,GOA,GONE ON ARRIVAL,N,6A01,004XX 4th St,70130,6,POINT (-90.07730926 29.92104087)
A0050325,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3695951,525494,2025-01-01T14:02:12.227000,,2025-01-01T14:02:12.227000,2025-01-01T16:00:53.247000,NAT,Necessary Action Taken,Y,4I03,Lawrence St & Odeon Av,70114,4,POINT (-90.02265682 29.93848012)
A0050425,21,COMPLAINT OTHER,1J,107,SUSPICIOUS PERSON,2D,3717283,572813,2025-01-01T14:03:11.380000,2025-01-01T14:07:44.587000,2025-01-01T14:15:33.533000,2025-01-01T14:34:47.007000,NAT,Necessary Action Taken,N,7K06,138XX Hayne Blvd,70128,7,POINT (-89.95351023 30.0679015)
A0050525,18,TRAFFIC INCIDENT,1J,18,TRAFFIC INCIDENT,1J,3681341,533347,2025-01-01T14:03:56.173000,2025-01-01T14:03:59.400000,2025-01-01T14:04:02.183000,2025-01-01T14:10:16.217000,NAT,Necessary Action Taken,N,1.00E+03,N Rampart St & St Peter St,70112,1,POINT (-90.06850677 29.96052629)
A0050625,MISC,MISCELLANEOUS COMPLAINT,1,MISC,MISCELLANEOUS COMPLAINT,1,3671645,535198,2025-01-01T14:04:19.123000,,2025-01-01T14:04:19.123000,2025-01-01T14:31:18.747000,NAT,Necessary Action Taken,Y,1L03,034XX Tulane Av,70119,1,POINT (-90.09906349 29.96590462)
A0050725,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3679713,531306,2025-01-01T14:08:54.603000,,,2025-01-01T18:18:44.953000,NAT,Necessary Action Taken,N,8I02,001XX Elk Pl,70112,8,POINT (-90.07371976 29.95496331)
A0050825,21,COMPLAINT OTHER,1F,21,COMPLAINT OTHER,1F,3701385,524356,2025-01-01T14:11:11.730000,2025-01-01T15:59:49.437000,2025-01-01T16:21:53.530000,2025-01-01T16:31:45.723000,GOA,GONE ON ARRIVAL,N,4K02,017XX Rivertree Ct,70131,4,POINT (-90.00554279 29.93517871)
A0050925,18S,DISABLED/STRANDED MOTORIST,2F,18S,DISABLED/STRANDED MOTORIST,2F,3691612,548778,2025-01-01T14:13:45.070000,2025-01-01T14:23:16.930000,,2025-01-01T14:23:32.237000,REF,REFERRED TO EXTERNAL AGENCY,N,3U01,I-10 E Onramp & Louisa St,70126,3,POINT (-90.03552062 30.00263917)
A0051025,64A,HOLD UP ALARM,2D,64A,HOLD UP ALARM,2D,3681579,542770,2025-01-01T14:15:31.110000,2025-01-01T14:16:21.353000,2025-01-01T14:23:37.127000,2025-01-01T14:24:49.807000,VOI,VOID,N,5K03,028XX A P Tureaud Av,70119,5,POINT (-90.06742527 29.98642948)
A0051125,21P,LOST PROPERTY,0G,67,THEFT,0,3682001,532256,2025-01-01T14:15:31.243000,,,2025-01-01T16:23:52.060000,RTF,REPORT TO FOLLOW,N,8D05,005XX Bourbon St,70130,8,POINT (-90.06646006 29.95750489)
A0051225,21,COMPLAINT OTHER,1J,107,SUSPICIOUS PERSON,2D,3666887,530686,2025-01-01T14:17:12.387000,2025-01-01T14:18:16.187000,2025-01-01T14:29:34.460000,2025-01-01T14:38:59.773000,NAT,Necessary Action Taken,N,2P02,XX Fontainebleau Dr,70125,2,POINT (-90.11423804 29.95363827)
A0051325,62A,"BURGLAR ALARM, SILENT",1,62A,"BURGLAR ALARM, SILENT",2C,3684294,543379,2025-01-01T14:17:45.067000,2025-01-01T14:59:39.617000,2025-01-01T15:04:04.173000,2025-01-01T15:13:03.850000,NAT,Necessary Action Taken,N,3X01,029XX Elysian Fields Av,70122,3,POINT (-90.05882831 29.98801934)
A0051425,62A,"BURGLAR ALARM, SILENT",2C,62A,"BURGLAR ALARM, SILENT",2C,3695950,553419,2025-01-01T14:18:04.633000,,2025-01-01T14:32:08.443000,2025-01-01T14:38:36.043000,NAT,Necessary Action Taken,N,7A02,045XX Downman Rd,70126,7,POINT (-90.02164848 30.01526449)
A0051625,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3682683,530925,2025-01-01T14:21:05.747000,,,2025-01-01T14:21:18.627000,NAT,Necessary Action Taken,N,8B02,003XX Conti St,70130,8,POINT (-90.06435301 29.95382446)
A0051725,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3682553,530570,2025-01-01T14:22:31.610000,,,2025-01-01T14:22:43.583000,NAT,Necessary Action Taken,N,8B02,003XX Bienville St,70130,8,POINT (-90.06477728 29.95285421)
A0051825,20,AUTO ACCIDENT,1E,21,COMPLAINT OTHER,1J,3680606,534036,2025-01-01T14:24:14.783000,,2025-01-01T14:24:14.783000,2025-01-01T17:01:44.480000,RTF,REPORT TO FOLLOW,Y,1F01,014XX Basin St,70116,1,POINT (-90.07080417 29.962442)
A0051925,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3672842,536972,2025-01-01T14:27:00.417000,,2025-01-01T14:27:00.417000,2025-01-01T15:18:32.190000,NAT,Necessary Action Taken,Y,1L03,S Clark St & Canal St,70119,1,POINT (-90.09522079 29.97074821)
A0052025,103,DISTURBANCE (OTHER),1F,103,DISTURBANCE (OTHER),1F,3665764,554998,2025-01-01T14:27:19.347000,2025-01-01T15:39:51.630000,2025-01-01T16:01:23.123000,2025-01-01T16:40:07.253000,GOA,GONE ON ARRIVAL,N,3C03,002XX W Robert E Lee Blvd,70124,3,POINT (-90.11696901 30.0205215)
A0052125,58,RETURN FOR ADDITIONAL INFO,0,58,RETURN FOR ADDITIONAL INFO,0,3671840,531551,2025-01-01T14:30:43.230000,2025-01-01T15:13:44.630000,2025-01-01T15:21:28.753000,2025-01-01T15:35:27.777000,NAT,Necessary Action Taken,N,6N02,041XX Earhart Blvd,70125,6,POINT (-90.09856965 29.95587113)
A0052225,103,DISTURBANCE (OTHER),1C,107,SUSPICIOUS PERSON,2D,3661989,528349,2025-01-01T14:34:41.997000,2025-01-01T14:38:38.707000,2025-01-01T14:40:10.510000,2025-01-01T15:45:23.483000,NAT,Necessary Action Taken,N,2K01,Oak St & S Carrollton Av,70118,2,POINT (-90.12978386 29.9473566)
A0052325,21,COMPLAINT OTHER,1J,107,SUSPICIOUS PERSON,2D,3675107,528067,2025-01-01T14:34:55.403000,2025-01-01T14:37:19.880000,2025-01-01T14:40:59.430000,2025-01-01T14:50:54.633000,NAT,Necessary Action Taken,N,6J02,S Claiborne Av & Martin Luther King Jr Blvd,70113,6,POINT (-90.08837469 29.94619533)
A0052425,20I,AUTO ACCIDENT WITH INJURY,2D,20I,AUTO ACCIDENT WITH INJURY,2D,3665187,547473,2025-01-01T14:37:05.937000,,2025-01-01T14:51:53.050000,2025-01-01T17:24:14.693000,RTF,REPORT TO FOLLOW,N,3B03,Fleur De Lis D & Veterans Blvd,70124,3,POINT (-90.1190452 29.99984654)
A0052525,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3687290,534799,2025-01-01T14:38:30.893000,2025-01-01T14:46:33.767000,2025-01-01T14:49:20.613000,2025-01-01T15:58:26.577000,NAT,Necessary Action Taken,N,5C01,006XX St Ferdinand St,70117,5,POINT (-90.04967097 29.96433611)
A0052625,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3681869,531481,2025-01-01T14:41:02.103000,,,2025-01-01T18:19:34.347000,NAT,Necessary Action Taken,N,8C02,003XX Royal St,70130,8,POINT (-90.06690499 29.95537994)
A0052725,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3673261,534352,2025-01-01T14:42:03.703000,2025-01-01T15:00:00.937000,2025-01-01T15:03:17.110000,2025-01-01T16:03:06.637000,NAT,Necessary Action Taken,N,1L01,029XX Tulane Av,70119,1,POINT (-90.09398822 29.9635316)
A0052825,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3665187,547473,2025-01-01T14:45:33.257000,,,2025-01-01T14:46:38.240000,DUP,DUPLICATE,N,3B03,Fleur De Lis Dr & Veterans Blvd,70124,3,POINT (-90.1190452 29.99984654)
A0052925,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,NOPD,INCIDENT REQUESTED BY ANOTHER AGENCY,2A,3665187,547473,2025-01-01T14:45:43.820000,,,2025-01-01T14:47:09.260000,DUP,DUPLICATE,N,3B03,Fleur De Lis Dr & Veterans Blvd,70124,3,POINT (-90.1190452 29.99984654)
A0053025,21,COMPLAINT OTHER,1F,21,COMPLAINT OTHER,1F,3682229,537588,2025-01-01T14:46:15.757000,2025-01-01T15:01:11.723000,2025-01-01T15:14:52.427000,2025-01-01T15:25:08.200000,GOA,GONE ON ARRIVAL,N,1A01,015XX St Bernard Av,70116,1,POINT (-90.06555442 29.97216003)
A0053125,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3673713,533358,2025-01-01T14:47:24.390000,,,2025-01-01T15:05:28.257000,REF,REFERRED TO EXTERNAL AGENCY,N,1K01,007XX S Broad St,70119,1,POINT (-90.09259527 29.96078457)
A0053225,21,COMPLAINT OTHER,2,21,COMPLAINT OTHER,1F,3683695,538421,2025-01-01T14:48:36.707000,2025-01-01T14:51:51.373000,2025-01-01T15:00:53.987000,2025-01-01T15:59:35.360000,NAT,Necessary Action Taken,N,5A04,N Derbigny St & Pauger St,70116,5,POINT (-90.06089521 29.97440524)
A0053325,MISC,MISCELLANEOUS COMPLAINT,1,67A,AUTO THEFT,0,3662427,534704,2025-01-01T14:52:24.717000,,,2025-01-01T15:40:52.010000,NAT,Necessary Action Taken,N,2S01,025XX Mistletoe St,70118,2,POINT (-90.12818839 29.96481842)
A0053425,103D,DOMESTIC DISTURBANCE,2C,21M,MISSING ADULT,1C,3676415,526159,2025-01-01T14:52:38.667000,2025-01-01T15:38:17.737000,2025-01-01T15:56:54.610000,2025-01-01T17:05:04.230000,RTF,REPORT TO FOLLOW,N,6H01,020XX S Liberty St,70113,6,POINT (-90.08431122 29.94090913)
A0053525,20,AUTO ACCIDENT,1C,20,AUTO ACCIDENT,1C,3691347,549732,2025-01-01T14:53:12.913000,,2025-01-01T15:25:52.170000,2025-01-01T15:37:18.180000,RTF,REPORT TO FOLLOW,N,3U01,Louisa St & Johnny Jackson Jr Blvd,70126,3,POINT (-90.03632492 30.00527196)
A0053625,56,SIMPLE CRIMINAL DAMAGE,1,56,SIMPLE CRIMINAL DAMAGE,0,3685274,548314,2025-01-01T14:58:37.813000,,,2025-01-01T15:46:09.147000,VOI,VOID,N,3Y03,023XX Wisteria St,70122,3,POINT (-90.05556205 30.00155843)
A0053725,24,MEDICAL,2D,21Q,QUALITY OF LIFE ISSUE,1J,37369000,3513814,2025-01-01T15:00:00.757000,2025-01-01T15:06:02.953000,2025-01-01T15:14:31.823000,2025-01-01T15:49:08.230000,NAT,Necessary Action Taken,N,6G02,017XX Baronne St,70113,6,POINT (0 0)
A0053825,MISC,MISCELLANEOUS COMPLAINT,1,62R,RESIDENCE BURGLARY,0,3688415,546809,2025-01-01T15:00:11.760000,,,2025-01-01T16:50:01.550000,NAT,Necessary Action Taken,N,3Y03,027XX Clover St,70122,3,POINT (-90.04569005 29.9973259)
A0053925,52F,FIRE,1D,52F,FIRE,1D,3676787,527012,2025-01-01T15:01:17.647000,,2025-01-01T15:01:17.647000,2025-01-01T15:19:39.210000,NAT,Necessary Action Taken,Y,6H02,023XX Blk Martin Luther King Jr Blvd,70113,6,POINT (-90.08310631 29.94324446)
A0054025,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3682134,528936,2025-01-01T15:01:51.560000,,,2025-01-01T15:02:03.153000,NAT,Necessary Action Taken,N,8G02,003XX Poydras St,70130,8,POINT (-90.06615581 29.94837393)
A0054225,100,HIT & RUN,1C,100,HIT & RUN,1C,3685658,537838,2025-01-01T15:03:44.297000,2025-01-01T15:58:48.683000,2025-01-01T15:59:39.150000,2025-01-01T17:21:45.800000,RTF,REPORT TO FOLLOW,N,5B03,N Robertson St & Mandeville St,70117,5,POINT (-90.05471658 29.97274353)
A0054325,21Q,QUALITY OF LIFE ISSUE,1J,21Q,QUALITY OF LIFE ISSUE,1J,3667404,538684,2025-01-01T15:03:56.583000,,2025-01-01T15:03:56.583000,2025-01-01T15:14:55.087000,NAT,Necessary Action Taken,Y,3A02,089XX Quince St,70118,3,POINT (-90.11233899 29.97561529)
A0054425,67F,THEFT BY FRAUD,1D,67S,SHOPLIFTING,1E,3665345,519009,2025-01-01T15:04:24.083000,,2025-01-01T18:08:19.533000,2025-01-01T18:11:12.320000,RTF,REPORT TO FOLLOW,N,2B03,058XX Magazine St,70115,2,POINT (-90.11949864 29.92157737)
A0054525,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,TOW,TOW IMPOUNDED VEHICLE (PRIVATE),0C,3682683,530925,2025-01-01T15:04:42.093000,,,2025-01-01T15:04:51.733000,NAT,Necessary Action Taken,N,8B02,003XX Conti St,70130,8,POINT (-90.06435301 29.95382446)
A0054625,56,SIMPLE CRIMINAL DAMAGE,1F,107,SUSPICIOUS PERSON,1D,3682541,549641,2025-01-01T15:07:47.463000,2025-01-01T15:47:37.693000,2025-01-01T15:58:19.287000,2025-01-01T17:45:46.063000,RTF,REPORT TO FOLLOW,N,3Q01,046XX St Anthony Av,70122,3,POINT (-90.06414665 30.00529201)
A0054725,38D,SIMPLE ASSAULT DOMESTIC,2D,103D,DOMESTIC DISTURBANCE,2C,3697327,553315,2025-01-01T15:08:15.487000,2025-01-01T15:10:04.577000,2025-01-01T15:20:20.427000,2025-01-01T17:56:57.790000,RTF,REPORT TO FOLLOW,N,7C03,045XX Shalimar Dr,70126,7,POINT (-90.01730337 30.01493654)
A0054825,21J,MISSING JUVENILE,1,21M,MISSING ADULT,1C,37369000,3513814,2025-01-01T15:08:30.873000,,,2025-01-01T15:12:49.263000,VOI,VOID,N,2.00E+01,066XX St Charles Av,70118,2,POINT (0 0)
A0054925,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3689185,534364,2025-01-01T15:17:08.793000,,2025-01-01T15:17:08.793000,2025-01-01T16:19:07.413000,NAT,Necessary Action Taken,Y,5C04,Louisa St & Royal St,70117,5,POINT (-90.04370221 29.96308064)
A0055025,94F,FIREWORKS,1,103,DISTURBANCE (OTHER),2D,3687336,541258,2025-01-01T15:17:26.170000,2025-01-01T15:42:13.943000,2025-01-01T15:46:30.620000,2025-01-01T15:57:30.310000,NAT,Necessary Action Taken,N,5L02,027XX N Rocheblave St,70117,5,POINT (-90.04929579 29.9820946)
A0055125,58,RETURN FOR ADDITIONAL INFO,0,58,RETURN FOR ADDITIONAL INFO,0,3678973,539254,2025-01-01T15:19:49.647000,,,2025-01-01T16:01:58.610000,GOA,GONE ON ARRIVAL,N,1C01,025XX Columbus St,70119,1,POINT (-90.07577931 29.97684033)
